#--------------------------------------------------------------------------------,
Net mouth area              ,,           0.16,m2,,
Sample start time           ,,           6.17,decimal hours (GMT),,
Flowmeter_type              ,,           155.,,,
Volume method               ,,             2.,WOD code,WICKSTEAD (1965); Indonesian Data Reports,
Biology accession#          ,,       9700288.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,162.,Displacemnt Vol,0.1410,0,ml/m3,0.14100,3,ml/m3,70.00,-401,Zooplankton Displacement Volume (ml/unit),,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7818800,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,ID-9008        ,,,
Originators Station ID      ,,             13,,,integer,
Originators Cruise ID       ,,23             ,,,
Latitude                    ,,        0.83333,decimal degrees,,
Longitude                   ,,       126.1167,decimal degrees,,
Year                        ,,           1977,,,
Month                       ,,              8,,,
Day                         ,,             31,,,
Time                        ,,          11.08,decimal hours (UT),,
METADATA,
Country                     ,,             ID,NODC code,INDONESIA
Accession Number            ,,       9700288.,NODC code,,
Platform                    ,,          4422.,OCL code,SAMUDERA (R/V;call sign YBDA;built 1952;IMO5309059),
Institute                   ,,           563.,NODC code,INST OF MARINE RESEARCH (JAKARTA),
Bottom depth                ,,           725.,meters,,
Wind Direction              ,,            18.,WMO code 0877,175 DEGREES - 184 DEGREES,
Wind speed                  ,,             5.,knots,,
Barometric pressure         ,,          1010.,millibars,,
Air temperature (dry bulb)  ,,            27.,degrees Celsius,,
Air temperature (wet bulb)  ,,           24.3,degrees Celsius,,
Weather condition           ,,            -1.,WMO Code 4501,PARTLY CLOUDY (SCATTERED OR BROKED),
Cloud type                  ,,             6.,WMO code 500,STRATOCUMULUS (SC),
Cloud cover                 ,,             6.,WMO code 2700,6 OKTAS     7/10-8/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Investigator       ,Cruise PI,            861,WOD code,DJUMHARI,
Investigator       ,Cruise PI,            868,WOD code,SOFYAN; EDDY,
Investigator       ,Cruise PI,            992,WOD code,ILAHUDE; A. G.,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     27.23,0, ,     34.07,0, ,      189.,0, ,     0.088,0, ,      0.46,0, ,     0.088,0, ,      8.05,0, ,      0.35,0, ,
         2,       21.,0, ,     27.22,0, ,     34.27,0, ,      187.,0, ,      0.13,0, ,      0.55,0, ,      0.13,0, ,      8.05,0, ,   ---*---,0, ,
         3,       25.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.25,0, ,
         4,       42.,0, ,     27.19,0, ,     34.12,0, ,      187.,0, ,      0.17,0, ,      1.83,0, ,     0.088,0, ,      8.05,0, ,   ---*---,0, ,
         5,       50.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.28,0, ,
         6,       62.,0, ,     26.85,0, ,     34.38,0, ,      178.,0, ,      0.21,0, ,      1.93,0, ,      0.60,0, ,      8.00,0, ,   ---*---,0, ,
         7,       75.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.21,0, ,
         8,       83.,0, ,     25.58,0, ,     34.36,0, ,      174.,0, ,      0.32,0, ,      2.29,0, ,      2.45,0, ,      8.00,0, ,   ---*---,0, ,
         9,      100.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.30,0, ,
        10,      122.,0, ,     20.37,0, ,     34.75,0, ,      133.,0, ,      0.60,0, ,      3.12,0, ,      8.71,0, ,      7.90,0, ,   ---*---,0, ,
        11,      126.,0, ,     20.37,0, ,     34.67,0, ,      119.,0, ,      0.85,0, ,      5.05,0, ,     10.34,0, ,      7.90,0, ,   ---*---,0, ,
        12,      197.,0, ,     14.55,0, ,     34.64,0, ,      117.,0, ,      1.10,0, ,      6.89,0, ,     19.59,0, ,      7.80,0, ,   ---*---,0, ,
        13,      274.,0, ,     11.12,0, ,     34.64,0, ,      102.,0, ,      1.44,0, ,     14.70,0, ,     22.58,0, ,      7.75,0, ,   ---*---,0, ,
        14,      355.,0, ,      8.75,0, ,     34.60,0, ,      99.3,0, ,      1.53,0, ,     15.80,0, ,     24.49,0, ,      7.70,0, ,   ---*---,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Water volume                ,,         35.991,m3,,
Mesh size                   ,,           333.,microns,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           101.,WOD code,NORPAC Net,
Net mouth area              ,,           0.16,m2,,
Sample start time           ,,          11.25,decimal hours (GMT),,
Flowmeter_type              ,,           155.,,,
Volume method               ,,             2.,WOD code,WICKSTEAD (1965); Indonesian Data Reports,
Biology accession#          ,,       9700288.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,153.,Displacemnt Vol,0.1500,0,ml/m3,0.15000,3,ml/m3,70.00,-401,Zooplankton Displacement Volume (ml/unit),,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7818801,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,ID-9008        ,,,
Originators Station ID      ,,             14,,,integer,
Originators Cruise ID       ,,23             ,,,
Latitude                    ,,          1.000,decimal degrees,,
Longitude                   ,,       125.7500,decimal degrees,,
Year                        ,,           1977,,,
Month                       ,,              8,,,
Day                         ,,             31,,,
Time                        ,,          16.15,decimal hours (UT),,
METADATA,
Country                     ,,             ID,NODC code,INDONESIA
Accession Number            ,,       9700288.,NODC code,,
Platform                    ,,          4422.,OCL code,SAMUDERA (R/V;call sign YBDA;built 1952;IMO5309059),
Institute                   ,,           563.,NODC code,INST OF MARINE RESEARCH (JAKARTA),
Bottom depth                ,,          2200.,meters,,
Secchi disk depth           ,,            19.,meters,,
Wind Direction              ,,            18.,WMO code 0877,175 DEGREES - 184 DEGREES,
Wind speed                  ,,             7.,knots,,
Barometric pressure         ,,         1012.5,millibars,,
Air temperature (dry bulb)  ,,           27.5,degrees Celsius,,
Air temperature (wet bulb)  ,,            25.,degrees Celsius,,
Weather condition           ,,            -2.,WMO Code 4501,CONTINUOUS LAYER(S) OF CLOUD(S),
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             6.,WMO code 2700,6 OKTAS     7/10-8/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Investigator       ,Cruise PI,            861,WOD code,DJUMHARI,
Investigator       ,Cruise PI,            868,WOD code,SOFYAN; EDDY,
Investigator       ,Cruise PI,            992,WOD code,ILAHUDE; A. G.,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     26.88,0, ,     33.94,0, ,      191.,0, ,     0.088,0, ,      0.46,0, ,      0.15,0, ,      8.20,0, ,      0.66,0, ,
         2,       18.,0, ,     26.77,0, ,     33.93,0, ,      187.,0, ,     0.088,0, ,      0.55,0, ,      0.20,0, ,      8.15,0, ,   ---*---,0, ,
         3,       25.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.69,0, ,
         4,       36.,0, ,     26.59,0, ,     33.96,0, ,      193.,0, ,      0.25,0, ,      1.83,0, ,      0.30,0, ,      8.15,0, ,   ---*---,0, ,
         5,       50.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.84,1, ,
         6,       53.,0, ,     26.32,0, ,     34.06,0, ,      186.,0, ,      0.38,0, ,      1.93,0, ,      1.05,0, ,      8.15,0, ,   ---*---,0, ,
         7,       65.,0, ,     26.12,0, ,     34.16,0, ,      173.,0, ,      0.77,0, ,      5.05,0, ,      2.34,0, ,      8.15,0, ,   ---*---,0, ,
         8,       71.,0, ,     26.14,0, ,     34.21,0, ,      184.,0, ,      0.77,0, ,      2.29,0, ,      1.91,0, ,      8.15,0, ,   ---*---,0, ,
         9,       75.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.53,0, ,
        10,      100.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.32,0, ,
        11,      103.,0, ,     23.51,0, ,     34.79,0, ,      156.,0, ,      0.89,0, ,      6.89,0, ,      5.31,0, ,      8.10,0, ,   ---*---,0, ,
        12,      105.,0, ,     23.29,0, ,     34.65,0, ,      154.,0, ,      0.85,0, ,      3.12,0, ,      5.06,0, ,      8.15,0, ,   ---*---,0, ,
        13,      144.,0, ,     19.27,0, ,     34.69,0, ,      126.,0, ,      1.01,0, ,     14.70,0, ,     11.61,0, ,      8.05,0, ,   ---*---,0, ,
        14,      189.,0, ,     15.93,0, ,     34.64,0, ,      123.,0, ,      1.27,0, ,     15.80,0, ,     13.59,0, ,      8.05,0, ,   ---*---,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Water volume                ,,         42.524,m3,,
Mesh size                   ,,           333.,microns,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           101.,WOD code,NORPAC Net,
Net mouth area              ,,           0.16,m2,,
Sample start time           ,,          16.33,decimal hours (GMT),,
Flowmeter_type              ,,           155.,,,
Volume method               ,,             2.,WOD code,WICKSTEAD (1965); Indonesian Data Reports,
Biology accession#          ,,       9700288.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,115.,Displacemnt Vol,0.1880,0,ml/m3,0.18800,3,ml/m3,70.00,-401,Zooplankton Displacement Volume (ml/unit),,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7818802,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,ID-9008        ,,,
Originators Station ID      ,,             15,,,integer,
Originators Cruise ID       ,,23             ,,,
Latitude                    ,,         1.1000,decimal degrees,,
Longitude                   ,,       125.5500,decimal degrees,,
Year                        ,,           1977,,,
Month                       ,,              8,,,
Day                         ,,             31,,,
Time                        ,,          19.47,decimal hours (UT),,
METADATA,
Country                     ,,             ID,NODC code,INDONESIA
Accession Number            ,,       9700288.,NODC code,,
Platform                    ,,          4422.,OCL code,SAMUDERA (R/V;call sign YBDA;built 1952;IMO5309059),
Institute                   ,,           563.,NODC code,INST OF MARINE RESEARCH (JAKARTA),
Bottom depth                ,,          2200.,meters,,
Secchi disk depth           ,,            12.,meters,,
Wind Direction              ,,            18.,WMO code 0877,175 DEGREES - 184 DEGREES,
Wind speed                  ,,             8.,knots,,
Barometric pressure         ,,          1011.,millibars,,
Air temperature (dry bulb)  ,,           27.4,degrees Celsius,,
Air temperature (wet bulb)  ,,           25.2,degrees Celsius,,
Weather condition           ,,            -1.,WMO Code 4501,PARTLY CLOUDY (SCATTERED OR BROKED),
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             6.,WMO code 2700,6 OKTAS     7/10-8/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Investigator       ,Cruise PI,            861,WOD code,DJUMHARI,
Investigator       ,Cruise PI,            868,WOD code,SOFYAN; EDDY,
Investigator       ,Cruise PI,            992,WOD code,ILAHUDE; A. G.,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,9, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     26.96,0, ,     33.94,0, ,      198.,0, ,      0.21,0, ,      2.94,0, ,      0.39,0, ,      8.15,0, ,      0.57,0, ,
         2,       16.,0, ,     26.78,0, ,     33.91,0, ,      193.,0, ,      0.35,0, ,      7.07,0, ,      0.41,0, ,      8.15,0, ,   ---*---,0, ,
         3,       25.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.61,0, ,
         4,       32.,0, ,     26.62,0, ,     33.96,0, ,      198.,0, ,      0.47,0, ,     13.78,0, ,      0.64,0, ,      8.15,0, ,   ---*---,0, ,
         5,       48.,0, ,     26.41,0, ,     34.02,0, ,      183.,0, ,      0.42,0, ,     13.87,0, ,      1.40,0, ,      8.15,0, ,   ---*---,0, ,
         6,       50.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.76,1, ,
         7,       62.,0, ,     26.10,0, ,     34.23,0, ,      173.,0, ,      0.42,0, ,     14.23,0, ,      2.17,0, ,      8.15,0, ,   ---*---,0, ,
         8,       66.,0, ,     26.08,0, ,     34.29,0, ,      175.,0, ,      0.51,0, ,     15.43,0, ,      2.88,0, ,      8.10,0, ,   ---*---,0, ,
         9,       75.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.51,0, ,
        10,       90.,2, ,     25.04,0, ,     34.75,0, ,      168.,0, ,      0.51,0, ,     15.06,0, ,      3.33,0, ,      8.15,0, ,   ---*---,0, ,
        11,      100.,2, ,     25.02,0, ,     34.44,0, ,      174.,0, ,      0.60,0, ,     16.07,0, ,      4.37,0, ,      8.10,0, ,      0.19,0, ,
        12,      134.,0, ,     19.82,0, ,     34.74,0, ,      135.,0, ,      0.76,0, ,     16.91,0, ,      8.01,0, ,      8.05,0, ,   ---*---,0, ,
        13,      170.,0, ,     15.11,0, ,     34.74,0, ,      135.,0, ,      1.10,0, ,     22.97,0, ,      8.60,0, ,      8.00,0, ,   ---*---,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Water volume                ,,         46.468,m3,,
Mesh size                   ,,           333.,microns,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           101.,WOD code,NORPAC Net,
Net mouth area              ,,           0.16,m2,,
Sample start time           ,,          19.67,decimal hours (GMT),,
Flowmeter_type              ,,           155.,,,
Volume method               ,,             2.,WOD code,WICKSTEAD (1965); Indonesian Data Reports,
Biology accession#          ,,       9700288.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,103.,Displacemnt Vol,0.2000,0,ml/m3,0.20000,3,ml/m3,70.00,-401,Zooplankton Displacement Volume (ml/unit),,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7818803,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,ID-9008        ,,,
Originators Station ID      ,,             16,,,integer,
Originators Cruise ID       ,,23             ,,,
Latitude                    ,,         1.1833,decimal degrees,,
Longitude                   ,,       125.3667,decimal degrees,,
Year                        ,,           1977,,,
Month                       ,,              8,,,
Day                         ,,             31,,,
Time                        ,,          23.50,decimal hours (UT),,
METADATA,
Country                     ,,             ID,NODC code,INDONESIA
Accession Number            ,,       9700288.,NODC code,,
Platform                    ,,          4422.,OCL code,SAMUDERA (R/V;call sign YBDA;built 1952;IMO5309059),
Institute                   ,,           563.,NODC code,INST OF MARINE RESEARCH (JAKARTA),
Bottom depth                ,,          2250.,meters,,
Secchi disk depth           ,,            12.,meters,,
Wind Direction              ,,            16.,WMO code 0877,155 DEGREES - 164 DEGREES,
Wind speed                  ,,            10.,knots,,
Barometric pressure         ,,         1009.5,millibars,,
Air temperature (dry bulb)  ,,           26.8,degrees Celsius,,
Air temperature (wet bulb)  ,,            25.,degrees Celsius,,
Weather condition           ,,            -2.,WMO Code 4501,CONTINUOUS LAYER(S) OF CLOUD(S),
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             6.,WMO code 2700,6 OKTAS     7/10-8/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Investigator       ,Cruise PI,            861,WOD code,DJUMHARI,
Investigator       ,Cruise PI,            868,WOD code,SOFYAN; EDDY,
Investigator       ,Cruise PI,            992,WOD code,ILAHUDE; A. G.,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,7, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     26.79,0, ,     33.93,0, ,      200.,0, ,      0.21,0, ,      0.46,0, ,      0.11,0, ,      8.05,0, ,      0.94,0, ,
         2,       17.,0, ,     26.72,0, ,     33.96,0, ,      199.,0, ,      0.21,0, ,      0.64,0, ,      0.23,0, ,      8.05,0, ,   ---*---,0, ,
         3,       25.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.92,0, ,
         4,       34.,0, ,     26.42,0, ,     34.05,0, ,      182.,0, ,      0.29,0, ,      1.09,0, ,      0.90,0, ,      8.05,0, ,   ---*---,0, ,
         5,       50.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.98,1, ,
         6,       51.,0, ,     26.21,0, ,     34.15,0, ,      173.,0, ,      0.42,0, ,      1.38,0, ,      1.74,0, ,      8.05,0, ,   ---*---,0, ,
         7,       57.,0, ,     25.75,0, ,     34.27,0, ,      167.,0, ,      0.42,0, ,      2.94,0, ,      2.90,0, ,      7.95,0, ,   ---*---,0, ,
         8,       68.,0, ,     26.04,0, ,     34.62,0, ,      167.,0, ,      0.42,0, ,      1.83,0, ,      2.34,0, ,      8.05,0, ,   ---*---,0, ,
         9,       75.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.74,1, ,
        10,       92.,0, ,     23.62,0, ,     34.65,0, ,      139.,0, ,      0.85,0, ,      5.05,0, ,      8.14,0, ,      7.95,0, ,   ---*---,0, ,
        11,      100.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.20,0, ,
        12,      102.,0, ,     23.10,0, ,     34.62,0, ,      167.,0, ,      0.94,0, ,      5.50,0, ,      5.00,0, ,      8.05,0, ,   ---*---,0, ,
        13,      135.,0, ,     21.71,0, ,     34.64,0, ,      152.,0, ,      1.10,0, ,      6.06,0, ,      8.44,0, ,      7.95,0, ,   ---*---,0, ,
        14,      175.,0, ,     17.08,0, ,     34.82,0, ,      147.,0, ,      1.78,0, ,     10.99,0, ,     11.40,0, ,      7.95,0, ,   ---*---,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Water volume                ,,         48.071,m3,,
Mesh size                   ,,           333.,microns,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           101.,WOD code,NORPAC Net,
Net mouth area              ,,           0.16,m2,,
Sample start time           ,,          23.67,decimal hours (GMT),,
Flowmeter_type              ,,           155.,,,
Volume method               ,,             2.,WOD code,WICKSTEAD (1965); Indonesian Data Reports,
Biology accession#          ,,       9700288.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,88.,Displacemnt Vol,0.1480,0,ml/m3,0.14800,3,ml/m3,70.00,-401,Zooplankton Displacement Volume (ml/unit),,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7818809,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,ID-9008        ,,,
Originators Station ID      ,,             17,,,integer,
Originators Cruise ID       ,,23             ,,,
Latitude                    ,,         1.2500,decimal degrees,,
Longitude                   ,,       125.1667,decimal degrees,,
Year                        ,,           1977,,,
Month                       ,,              9,,,
Day                         ,,              1,,,
Time                        ,,           3.95,decimal hours (UT),,
METADATA,
Country                     ,,             ID,NODC code,INDONESIA
Accession Number            ,,       9700288.,NODC code,,
Platform                    ,,          4422.,OCL code,SAMUDERA (R/V;call sign YBDA;built 1952;IMO5309059),
Institute                   ,,           563.,NODC code,INST OF MARINE RESEARCH (JAKARTA),
Bottom depth                ,,           475.,meters,,
Wind Direction              ,,            20.,WMO code 0877,195 DEGREES - 204 DEGREES,
Wind speed                  ,,             9.,knots,,
Barometric pressure         ,,         1011.5,millibars,,
Air temperature (dry bulb)  ,,           26.9,degrees Celsius,,
Air temperature (wet bulb)  ,,           24.9,degrees Celsius,,
Weather condition           ,,            -1.,WMO Code 4501,PARTLY CLOUDY (SCATTERED OR BROKED),
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             7.,WMO code 2700,7 OKTAS OR MORE, BUT NOT 8 OKTAS    (9/10 OR MORE, BUT NOT 10/10),
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Investigator       ,Cruise PI,            861,WOD code,DJUMHARI,
Investigator       ,Cruise PI,            868,WOD code,SOFYAN; EDDY,
Investigator       ,Cruise PI,            992,WOD code,ILAHUDE; A. G.,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     26.25,0, ,     34.07,0, ,      191.,0, ,      0.17,0, ,      1.19,0, ,      0.56,0, ,      8.10,0, ,      0.92,0, ,
         2,       20.,0, ,     26.24,0, ,     34.07,0, ,      184.,0, ,      0.25,0, ,      1.56,0, ,      0.73,0, ,      8.10,0, ,   ---*---,0, ,
         3,       25.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,      0.94,0, ,
         4,       40.,0, ,     26.21,0, ,     34.09,0, ,      186.,0, ,      0.17,0, ,      2.48,0, ,      1.33,0, ,      8.10,0, ,   ---*---,0, ,
